product_id,item_id,item_seq,team_name,brand_name,category_name1,category_name2,category_name3,category_name4,color,product_name,unit_name,unit_scale
100075,LHAPAAAB,2,가전팀,루미에르홈,가전,계절가전,공기청정기,단품,실버,루미에르홈 공기청정기,개,1
100076,LHAPAAAB,2,가전팀,루미에르홈,가전,계절가전,공기청정기,본품+소모품,블랙,루미에르홈 공기청정기,개,1
100077,LHAPAAAC,3,가전팀,루미에르홈,가전,계절가전,가습기,단품,화이트,루미에르홈 초음파가습기,개,1
100078,LHAPAAAC,3,가전팀,루미에르홈,가전,계절가전,가습기,단품,민트,루미에르홈 초음파가습기,개,1
100079,LHAPAAAC,3,가전팀,루미에르홈,가전,계절가전,가습기,본품+소모품,베이지,루미에르홈 초음파가습기,개,1
100080,LHAPAAAD,4,가전팀,루미에르홈,가전,주방가전,전기포트,단품,베이지,루미에르홈 전기포트,개,1
100081,LHAPAAAD,4,가전팀,루미에르홈,가전,주방가전,전기포트,단품,네이비,루미에르홈 전기포트,개,1
100082,LHAPAAAD,4,가전팀,루미에르홈,가전,주방가전,전기포트,본품+소모품,화이트,루미에르홈 전기포트,개,1
100083,LHAPAAAE,5,가전팀,루미에르홈,가전,주방가전,오븐,단품,화이트,루미에르홈 미니오븐,개,1
100084,LHAPAAAE,5,가전팀,루미에르홈,가전,주방가전,오븐,단품,차콜,루미에르홈 미니오븐,개,1
100085,LHAPAAAE,5,가전팀,루미에르홈,가전,주방가전,오븐,본품+소모품,베이지,루미에르홈 미니오븐,개,1
100086,LHAPAAAF,6,가전팀,루미에르홈,가전,계절가전,서큘레이터,단품,화이트,루미에르홈 서큘레이터,개,1
100087,LHAPAAAF,6,가전팀,루미에르홈,가전,계절가전,서큘레이터,단품,실버,루미에르홈 서큘레이터,개,1
100088,LHAPAAAF,6,가전팀,루미에르홈,가전,계절가전,서큘레이터,본품+소모품,블랙,루미에르홈 서큘레이터,개,1
100089,LHAPAAAG,7,가전팀,루미에르홈,가전,생활가전,다리미,단품,화이트,루미에르홈 핸디스팀다리미,개,1
100090,LHAPAAAG,7,가전팀,루미에르홈,가전,생활가전,다리미,단품,민트,루미에르홈 핸디스팀다리미,개,1
100091,LHAPAAAG,7,가전팀,루미에르홈,가전,생활가전,다리미,본품+소모품,베이지,루미에르홈 핸디스팀다리미,개,1
100092,LHAPAAAH,8,가전팀,루미에르홈,가전,주방가전,주방저울,단품,베이지,루미에르홈 디지털주방저울,개,1
100093,LHAPAAAH,8,가전팀,루미에르홈,가전,주방가전,주방저울,단품,네이비,루미에르홈 디지털주방저울,개,1
100094,LHAPAAAH,8,가전팀,루미에르홈,가전,주방가전,주방저울,본품+소모품,화이트,루미에르홈 디지털주방저울,개,1
100095,LHAPAAAI,9,가전팀,루미에르홈,가전,주방가전,전기그릴,단품,화이트,루미에르홈 멀티전기그릴,개,1
100096,LHAPAAAI,9,가전팀,루미에르홈,가전,주방가전,전기그릴,단품,차콜,루미에르홈 멀티전기그릴,개,1
100097,LHAPAAAI,9,가전팀,루미에르홈,가전,주방가전,전기그릴,본품+소모품,베이지,루미에르홈 멀티전기그릴,개,1
100098,LHAPAAAJ,10,가전팀,루미에르홈,가전,주방가전,음식물처리기,단품,화이트,루미에르홈 음식물처리기,개,1
100099,LHAPAAAJ,10,가전팀,루미에르홈,가전,주방가전,음식물처리기,단품,실버,루미에르홈 음식물처리기,개,1
100100,LHAPAAAJ,10,가전팀,루미에르홈,가전,주방가전,음식물처리기,본품+소모품,블랙,루미에르홈 음식물처리기,개,1
100101,DCFDAAAA,1,식품팀,들꽃찬,식품,국·탕,국,,,들꽃찬 들깨미역국,개,1
100102,DCFDAAAB,2,식품팀,들꽃찬,식품,국·탕,국,,,들꽃찬 소고기무국,개,1
100103,DCFDAAAC,3,식품팀,들꽃찬,식품,반찬,불고기,,,들꽃찬 버섯불고기,개,1
100104,DCFDAAAD,4,식품팀,들꽃찬,식품,즉석밥,나물밥,,,들꽃찬 곤드레나물밥,개,1
100105,DCFDAAAE,5,식품팀,들꽃찬,식품,반찬,볶음,,,들꽃찬 묵은지볶음,개,1
100106,MAAPAAAA,1,가전팀,모노에어,가전,이미용가전,헤어드라이어,단품,화이트,모노에어 BLDC헤어드라이어,개,1
100107,MAAPAAAA,1,가전팀,모노에어,가전,이미용가전,헤어드라이어,단품,차콜,모노에어 BLDC헤어드라이어,개,1
100108,MAAPAAAA,1,가전팀,모노에어,가전,이미용가전,헤어드라이어,2개 세트,화이트,모노에어 BLDC헤어드라이어,개,2
100109,MAAPAAAA,1,가전팀,모노에어,가전,이미용가전,헤어드라이어,2개 세트,차콜,모노에어 BLDC헤어드라이어,개,2
100110,MAAPAAAB,2,가전팀,모노에어,가전,주방가전,토스터,단품,화이트,모노에어 팝업토스터,개,1
100111,MAAPAAAB,2,가전팀,모노에어,가전,주방가전,토스터,단품,실버,모노에어 팝업토스터,개,1
100112,MAAPAAAB,2,가전팀,모노에어,가전,주방가전,토스터,2개 세트,화이트,모노에어 팝업토스터,개,2
100113,MAAPAAAB,2,가전팀,모노에어,가전,주방가전,토스터,2개 세트,실버,모노에어 팝업토스터,개,2
100114,MAAPAAAC,3,가전팀,모노에어,가전,이미용가전,전동칫솔,단품,화이트,모노에어 음파전동칫솔,개,1
100115,MAAPAAAC,3,가전팀,모노에어,가전,이미용가전,전동칫솔,단품,민트,모노에어 음파전동칫솔,개,1
100116,MAAPAAAC,3,가전팀,모노에어,가전,이미용가전,전동칫솔,2개 세트,화이트,모노에어 음파전동칫솔,개,2
100117,MAAPAAAC,3,가전팀,모노에어,가전,이미용가전,전동칫솔,2개 세트,민트,모노에어 음파전동칫솔,개,2
100118,MAAPAAAD,4,가전팀,모노에어,가전,계절가전,선풍기,단품,베이지,모노에어 무선미니선풍기,개,1
100119,MAAPAAAD,4,가전팀,모노에어,가전,계절가전,선풍기,단품,네이비,모노에어 무선미니선풍기,개,1
100120,MAAPAAAD,4,가전팀,모노에어,가전,계절가전,선풍기,2개 세트,베이지,모노에어 무선미니선풍기,개,2
100121,MAAPAAAD,4,가전팀,모노에어,가전,계절가전,선풍기,2개 세트,네이비,모노에어 무선미니선풍기,개,2
100122,MAAPAAAE,5,가전팀,모노에어,가전,주방가전,멀티쿠커,단품,화이트,모노에어 스마트멀티쿠커,개,1
100123,MAAPAAAE,5,가전팀,모노에어,가전,주방가전,멀티쿠커,단품,차콜,모노에어 스마트멀티쿠커,개,1
100124,MAAPAAAE,5,가전팀,모노에어,가전,주방가전,멀티쿠커,2개 세트,화이트,모노에어 스마트멀티쿠커,개,2
100125,MAAPAAAE,5,가전팀,모노에어,가전,주방가전,멀티쿠커,2개 세트,차콜,모노에어 스마트멀티쿠커,개,2
